iter	RMSE
346	476.3900477
347	476.2245689
348	476.019271
349	475.7965676
350	475.6065629
351	475.4537933
352	475.2413852
353	475.1034617
354	474.9077113
355	474.706934
356	474.4453301
357	474.1353159
358	473.7787356
359	473.6557309
360	473.3944852
361	473.203241
362	473.0121095
363	472.7911707
364	472.6920802
365	472.1754515
366	472.1737844
367	472.083755
368	471.9371898
369	471.7501253
370	471.5876392
371	471.4311254
372	471.1757039
373	470.9700518
374	470.7869846
375	470.5971988
376	470.3547168
377	470.0640438
378	469.8004911
379	469.4234769
380	469.1487391
381	469.0502172
382	468.9155657
383	468.7874544
384	468.5634021
385	468.491684
386	468.2620611
387	467.9813555
388	467.9676744
389	467.8837343
390	467.7911553
391	467.7260033
392	467.546038
393	467.4852965
394	467.4550048
395	467.3196501
396	467.1499011
397	466.9076136
398	466.8271546
399	466.6179097
400	466.605454
401	466.4503018
402	466.4488708
403	466.4385857
404	466.1583697
405	466.1569974
406	466.0517726
407	465.8456117
408	465.5776358
409	465.5763248
410	465.4809369
411	465.3628726
412	465.1954949
413	465.1944289
414	464.978006
415	464.9681163
416	464.8345176
417	464.6293761
418	464.5314943
419	464.2644682
420	464.1214499
421	464.0228364
422	463.9207232
423	463.8823754
424	463.7100455
425	463.6847644
426	463.654623
427	463.6387675
428	463.5761315
429	463.453916
430	463.2434275
431	463.214929
432	463.0708891
433	462.9787489
434	462.9069039
435	462.7784387
436	462.750729
437	462.6776426
438	462.5692722
439	462.4554972
440	462.4541911
441	462.4266481
442	462.3728071
443	462.2296367
444	462.0206325
445	461.8066058
446	461.8056409
447	461.6613891
448	461.6117907
449	461.5655722
450	461.3124788
451	461.1427659
452	461.0857098
453	460.880347
454	460.7308594
455	460.6824935
456	460.6316655
457	460.4405219
458	460.4395943
459	460.1962419
460	460.0903037
461	460.050916
462	460.0102361
463	459.9701119
464	459.7543926
465	459.5687952
466	459.3837146
467	459.3480398
468	459.312782
469	459.1188735
470	459.0872596
471	458.9152727
472	458.7626122
473	458.7241039
474	458.6821377
475	458.6557317
476	458.6546271
477	458.6186296
478	458.4589412
479	458.4406496
480	458.2342491
481	458.0974598
482	458.0739284
483	458.0450059
484	458.0169871
485	458.0159384
486	457.8437574
487	457.6839305
488	457.6829209
489	457.6574303
490	457.5796223
491	457.4013013
492	457.2240438
493	456.9288183
494	456.6578003
495	456.4084673
496	456.1566234
497	456.0127196
498	455.9770675
499	455.7645762
500	455.6434739
501	455.502663
502	455.4256661
503	455.3959121
504	455.3752379
505	455.2568935
506	455.2377059
507	455.2037439
508	454.989871
509	454.9889052
510	454.7858441
511	454.7680422
512	454.6191081
513	454.3888609
514	454.0286267
515	453.787298
516	453.6260023
517	453.5885405
518	453.4752614
519	453.3405369
520	453.2365118
521	453.0575495
522	452.8740715
523	452.8731414
524	452.8317952
525	452.6574137
526	452.4950379
527	452.3806207
528	452.3675143
529	452.3225082
530	452.2035693
531	452.1719637
532	452.0319623
533	451.9142448
534	451.8557838
535	451.7689665
536	451.5977492
537	451.5968243
538	451.5686659
539	451.4796895
540	451.4021082
541	451.1980167
542	450.8860997
543	450.7211206
544	450.4478513
545	450.2860076
546	450.1681445
547	450.1672644
548	450.137981
549	450.120817
550	450.0555225
551	449.9392468
552	449.8424422
553	449.6542712
554	449.653469
555	449.6377121
556	449.6137288
557	449.5462266
558	449.3353841
559	449.1874247
560	449.0671772
561	448.9803544
562	448.8487432
563	448.763738
564	448.6503611
565	448.5189225
566	448.4292406
567	448.3136349
568	448.290039
569	448.2614317
570	448.2243178
571	448.1794289
572	447.985212
573	447.9523946
574	447.9106535
575	447.6067962
576	447.3996808
577	447.2228463
578	447.2079132
579	447.1261325
580	446.8428681
581	446.7120123
582	446.5794583
583	446.4491892
584	446.2430631
585	446.1284354
586	445.88581
587	445.7588343
588	445.6872881
589	445.5410718
590	445.4281522
591	445.3084119
592	445.1968754
593	444.9592689
594	444.7771607
595	444.6130631
596	444.4866566
597	444.4504352
598	444.2522889
599	444.0818142
600	443.9330017
601	443.7381114
602	443.5673015
603	443.4740734
604	443.4345347
605	443.4066787
606	443.391413
607	443.228012
608	443.2273278
609	443.0538246
610	442.8862387
611	442.7539969
612	442.7173663
613	442.7091953
614	442.7078782
615	442.5803354
616	442.491279
617	442.3527774
618	442.3049747
619	442.1674684
620	441.9700161
621	441.8951607
622	441.7314604
623	441.6255282
624	441.4962371
625	441.4034515
626	441.3664406
627	441.2255414
628	441.2142339
629	441.194113
630	441.0750003
631	441.0529671
632	440.9455383
633	440.9029888
634	440.9017729
635	440.891785
636	440.8080568
637	440.6947335
638	440.5973963
639	440.3845461
640	440.286519
641	440.2545591
642	440.1132817
643	439.9664532
644	439.9653206
645	439.9637802
646	439.7476149
647	439.6760914
648	439.5097016
649	439.3448851
650	439.332021
651	439.2688782
652	439.1970035
653	439.0881876
654	438.9738569
655	438.9380075
656	438.9365209
657	438.87514
658	438.833987
659	438.8123592
660	438.6132742
661	438.5802988
662	438.4761611
663	438.4559995
664	438.3622765
665	438.151365
666	438.0657388
667	438.0417171
668	437.8087081
669	437.6799007
670	437.6376269
671	437.5836357
672	437.4696866
673	437.4198039
674	437.3203817
675	437.190878
676	437.0490929
677	436.9561917
678	436.8976068
679	436.7594827
680	436.6341682
681	436.5742437
682	436.5179301
683	436.399447
684	436.3583102
685	436.2355113
686	436.1401323
687	436.0443493
688	435.9441464
689	435.8841153
690	435.7380557
691	435.6249207
692	435.5206646
693	435.3171469
694	435.1289667
695	434.9915728
696	434.9538764
697	434.9307533
698	434.9219665
699	434.8329725
700	434.6966631
701	434.6898302
702	434.495159
703	434.3374391
704	434.1648529
705	434.1570333
706	434.1202943
707	434.0670342
708	433.9854427
709	433.9365061
710	433.902592
711	433.7461915
712	433.7381045
713	433.6240837
714	433.5295217
715	433.4611453
716	433.2942094
717	433.2235377
718	433.1208312
719	433.0858845
720	433.0245018
721	432.9703982
722	432.9326527
723	432.7478583
724	432.6971919
725	432.5765763
726	432.4189078
727	432.4148523
728	432.3731055
729	432.2006449
730	432.1167957
731	432.0622599
732	432.0061269
733	431.8176845
734	431.5497811
735	431.4921573
736	431.2949709
737	431.1738892
738	431.0465509
739	430.9956041
740	430.8375966
741	430.7875157
742	430.6780191
743	430.6488726
744	430.5794795
745	430.4424163
746	430.4252643
747	430.3654557
748	430.2570922
749	430.1445399
750	430.0532087
751	429.9829709
752	429.9668166
753	429.8429824
754	429.7422228
755	429.6683414
756	429.620234
757	429.5638587
758	429.491093
759	429.4201149
760	429.29204
761	429.1903236
762	429.0380031
763	428.8415002
764	428.7872272
765	428.6186029
766	428.5084426
767	428.4421983
768	428.2947013
769	428.1776017
770	428.0958534
771	428.0924067
772	428.008186
773	427.9512536
774	427.6559219
775	427.6368489
776	427.5868811
777	427.4593018
778	427.438105
779	427.3846144
780	427.1331764
781	427.0005275
782	426.8807795
783	426.8138938
784	426.686394
785	426.5807041
786	426.484331
787	426.3339015
788	426.1360347
789	426.0056365
790	425.9903835
791	425.961423
792	425.8423031
793	425.7796028
794	425.7021993
795	425.6617118
796	425.6432179
797	425.5601506
798	425.3493007
799	425.319752
800	425.1530704
801	425.0012532
802	424.9277181
803	424.8212982
804	424.7726908
805	424.618351
806	424.4624582
807	424.4398076
808	424.4394101
809	424.4007053
810	424.3089109
811	424.2943246
812	424.2193282
813	424.1324318
814	423.9831007
815	423.9579317
816	423.8736332
817	423.7898542
818	423.6485449
819	423.5167262
820	423.3548319
821	423.2249595
822	423.0996848
823	422.990665
824	422.8896222
825	422.7943424
826	422.7444275
827	422.6867943
828	422.4922646
829	422.3844862
830	422.2532016
831	422.1984498
832	422.092893
833	421.9881619
834	421.9124434
835	421.8339865
836	421.6671761
837	421.6665554
838	421.6659158
839	421.6299524
840	421.5987801
841	421.5470898
842	421.459254
843	421.4194576
844	421.3289484
845	421.299176
846	421.294008
847	421.2935735
848	421.2929448
849	421.2923667
850	421.2820437
851	421.2814923
852	421.2237432
853	421.1288082
854	420.9993071
855	420.8810483
856	420.8537016
857	420.717485
858	420.6799014
859	420.5687837
860	420.4888767
861	420.4848625
862	420.463462
863	420.4444538
864	420.4330311
865	420.2814599
866	420.2728047
867	420.2278743
868	420.1933878
869	420.1085555
870	420.0412237
871	419.9762654
872	419.9550548
873	419.9162861
874	419.8385717
875	419.7835754
876	419.7486799
877	419.6713906
878	419.5208044
879	419.4742241
880	419.4014771
881	419.394031
882	419.3721906
883	419.3652632
884	419.2764603
885	419.1265499
886	419.1002755
887	419.0128753
888	418.9372569
889	418.8927412
890	418.7425507
891	418.6504736
892	418.5361468
893	418.4330554
894	418.3214453
895	418.1804698
896	418.1388555
897	417.9841033
898	417.8711263
899	417.8649628
900	417.6983159
901	417.630369
902	417.6138878
903	417.5766127
904	417.4884864
905	417.4274485
906	417.3650185
907	417.3409657
908	417.306541
909	417.2747639
910	417.1554915
911	417.0542936
912	416.9351434
913	416.819828
914	416.819508
915	416.7766822
916	416.6628873
917	416.5648787
918	416.5593474
919	416.4713995
920	416.3860251
921	416.3461017
922	416.2578693
923	416.2085814
924	416.1624347
925	416.1176071
926	416.1138247
927	415.9665733
928	415.8691966
929	415.7132186
930	415.6137377
931	415.5372566
932	415.522272
933	415.4877544
934	415.4253686
935	415.3885835
936	415.2629094
937	415.2624767
938	415.1985785
939	415.1178289
940	415.1121234
941	415.0753069
942	414.9500901
943	414.9356759
944	414.840738
945	414.7954148
946	414.6769268
947	414.614532
948	414.5839521
949	414.579289
950	414.5426673
951	414.4329523
952	414.3988244
953	414.381092
954	414.3588476
955	414.3469672
956	414.3042536
957	414.249639
958	414.231396
959	414.2278054
960	414.0464461
961	414.0204883
962	413.9278395
963	413.8849326
964	413.6872645
965	413.527806
966	413.5075568
967	413.4777448
968	413.4158542
969	413.3391267
970	413.2120407
971	413.1558838
972	413.0822486
973	413.070116
974	413.0698231
975	412.9259657
976	412.873471
977	412.8470904
978	412.8330803
979	412.7449076
980	412.7318049
981	412.7016891
982	412.5191061
983	412.4929602
984	412.4927034
985	412.3728709
986	412.3168292
987	412.2278281
988	412.2228109
989	412.1435115
990	412.0985771
991	412.0830725
992	412.0092698
993	411.8991048
994	411.8851439
995	411.8704059
996	411.8015855
997	411.6368182
998	411.5871294
999	411.5173199
1000	411.4884367
1001	411.311221
1002	411.1925463
1003	411.1485361
1004	411.0396359
1005	410.9726368
1006	410.959319
1007	410.8841792
1008	410.8080015
1009	410.7352107
1010	410.720591
1011	410.6772611
1012	410.556771
1013	410.449155
1014	410.4097106
1015	410.3349094
1016	410.2229075
1017	410.2141987
1018	410.0944691
1019	410.0784464
1020	410.0734195
1021	409.9796512
1022	409.7399092
1023	409.6577782
1024	409.6148772
1025	409.5867037
1026	409.5058366
1027	409.4798484
1028	409.3494093
1029	409.2956233
1030	409.2402878
1031	409.2135919
1032	409.0693534
1033	408.8768248
1034	408.8242668
1035	408.7924949
1036	408.7622279
1037	408.7397831
1038	408.6908041
1039	408.6792222
1040	408.6600923
1041	408.6213924
1042	408.5763526
1043	408.4611383
1044	408.3543495
1045	408.296136
1046	408.2819636
1047	408.2403421
1048	408.1509926
1049	408.1261079
1050	407.9980547
1051	407.9763325
1052	407.9149983
1053	407.8318893
1054	407.6651248
1055	407.6003497
1056	407.5195541
1057	407.3544609
1058	407.2765132
1059	407.1830489
1060	407.1463059
1061	407.0837209
1062	406.9718525
1063	406.835535
1064	406.7465942
1065	406.658215
1066	406.5479668
1067	406.4662021
1068	406.3775109
1069	406.248843
1070	406.1337128
1071	405.9641496
1072	405.8963359
1073	405.8589331
1074	405.7892554
1075	405.7568795
1076	405.6786477
1077	405.6780286
1078	405.6333464
1079	405.4931089
1080	405.4789665
1081	405.4660456
1082	405.3407339
1083	405.2924801
1084	405.1082363
1085	404.9559256
1086	404.9312424
1087	404.8481445
1088	404.80438
1089	404.7272583
1090	404.639901
1091	404.4897399
1092	404.416922
1093	404.3029436
1094	404.2010177
1095	404.0133672
1096	403.9332614
1097	403.8497201
1098	403.7798603
1099	403.6720316
1100	403.6474239
1101	403.6140193
1102	403.5657666
1103	403.5073603
1104	403.4914462
1105	403.4349384
1106	403.4229963
1107	403.3826188
1108	403.3227513
1109	403.3221814
1110	403.2634713
1111	403.1938877
1112	403.188134
1113	403.1527843
1114	403.0727906
1115	403.0628419
1116	402.9597781
1117	402.9417967
1118	402.891765
1119	402.8409616
1120	402.7267503
1121	402.7052299
1122	402.6258696
1123	402.6184855
1124	402.6073371
1125	402.5169877
1126	402.512918
1127	402.3219362
1128	402.3021568
1129	402.1547555
1130	402.1441901
1131	402.1230092
1132	402.10936
1133	402.0474312
1134	401.9867758
1135	401.9378393
1136	401.8806477
1137	401.8608569
1138	401.8482601
1139	401.7749718
1140	401.7341469
1141	401.715136
1142	401.6918698
1143	401.6695671
1144	401.5525519
1145	401.4863719
1146	401.4406517
1147	401.4072391
1148	401.3400317
1149	401.1782701
1150	401.1111784
1151	401.1070046
1152	401.0858642
1153	401.0491517
1154	401.0388532
1155	400.9698616
1156	400.8876346
1157	400.7770415
1158	400.6531982
1159	400.4464758
1160	400.3605721
1161	400.2348192
1162	400.1353032
1163	400.1232622
1164	400.04368
1165	400.0229542
1166	400.005407
1167	399.8803971
1168	399.8590299
1169	399.7519771
1170	399.7130649
1171	399.6770605
1172	399.6578665
1173	399.594849
1174	399.5136667
1175	399.4340387
1176	399.3704875
1177	399.3210717
1178	399.2944879
1179	399.1938025
1180	399.1075822
1181	399.1000965
1182	399.08465
1183	399.0459983
1184	398.9824611
1185	398.9263614
1186	398.8040654
1187	398.723862
1188	398.6805205
1189	398.6326284
1190	398.5276714
1191	398.4823094
1192	398.4401401
1193	398.4144336
1194	398.3363615
1195	398.3015966
1196	398.233899
1197	398.1996103
1198	398.1512945
1199	398.1334722
