1.5389853	1.6058192	1.6077287	1.6084377	1.6037725	-1.6576254	1.48813	1.5727198	-1.5812694	-1.5808024	1.5010272	-1.4545864	-1.549585	-1.5784453	-1.6637658	1.528114
1.494139	1.629417	1.6030899	1.54762	1.61485	-1.6052655	1.4491678	1.6224414	-1.5037237	-1.5289675	1.5547844	-1.4532323	-1.5543833	-1.5767033	-1.6547785	1.4881061
1.4826353	1.5752244	1.638151	1.5534946	1.5573308	-1.668456	1.4664412	1.5504605	-1.544587	-1.5760921	1.5581151	-1.5202738	-1.513101	-1.5561278	-1.5901525	1.5650192
1.4914039	1.620365	1.5949664	1.6358274	1.5756346	-1.6496187	1.4956589	1.6133653	-1.5483888	-1.5556132	1.5830065	-1.5380777	-1.5773879	-1.5823461	-1.6605382	1.563771
1.4787319	1.659407	1.6510133	1.5647277	1.6037569	-1.6545502	1.480445	1.5813657	-1.5627651	-1.5250524	1.5480099	-1.4878209	-1.5145051	-1.628099	-1.6101967	1.4738321
1.4747041	1.6484214	1.5626969	1.6277808	1.5627214	-1.6768541	1.478027	1.5410038	-1.5914582	-1.612687	1.5576336	-1.5358471	-1.5331144	-1.618934	-1.5952631	1.4967064
1.4999659	1.5830371	1.5629641	1.6343045	1.6242256	-1.5949327	1.4733857	1.577076	-1.5562935	-1.6186746	1.5034889	-1.4526063	-1.5250244	-1.5796165	-1.6103156	1.5541859
1.4905367	1.6550847	1.574281	1.5566826	1.583358	-1.6368135	1.4370778	1.5303943	-1.537736	-1.6238738	1.55748	-1.4614586	-1.5203793	-1.5760624	-1.6346749	1.4895458
1.5058191	1.6163304	1.5965798	1.6284722	1.5754533	-1.6586502	1.4960905	1.584733	-1.5791228	-1.5420191	1.5845737	-1.5093851	-1.4875299	-1.5903075	-1.6666493	1.5424932
1.4772059	1.5932201	1.5644605	1.6262424	1.621067	-1.6493708	1.4657643	1.5358466	-1.5897425	-1.5686041	1.5627733	-1.5229758	-1.5213703	-1.6110654	-1.6593827	1.5511614
1.5188375	1.5800816	1.6345712	1.5380049	1.5538667	-1.6168149	1.4284462	1.5889099	-1.5507635	-1.6067945	1.5084866	-1.4997354	-1.5669808	-1.5737294	-1.5815835	1.4864645
1.469248	1.6148944	1.634372	1.5651598	1.5923082	-1.668596	1.497511	1.6011732	-1.5061073	-1.5763177	1.5369334	-1.5438875	-1.5022836	-1.6061717	-1.6206619	1.5100846
1.4972608	1.6154958	1.5999421	1.5727146	1.5389704	-1.5796438	1.4289014	1.556031	-1.5855048	-1.523172	1.5747371	-1.5075908	-1.5819676	-1.5943388	-1.6648077	1.5209565
1.5191907	1.5667342	1.6428465	1.5660369	1.5898157	-1.6670911	1.4065998	1.6054596	-1.5302448	-1.5762318	1.518058	-1.5075551	-1.5840044	-1.5908892	-1.5820314	1.5359249
1.5053442	1.558655	1.6273012	1.5699302	1.5920137	-1.6482632	1.4255551	1.5953492	-1.567124	-1.6133662	1.533543	-1.4888995	-1.5783638	-1.6375834	-1.5771495	1.4716355
1.5124577	1.6519678	1.6030303	1.5707542	1.6276352	-1.6226754	1.4254717	1.5516641	-1.5928876	-1.5306488	1.5583167	-1.4528371	-1.5595924	-1.6259345	-1.6328902	1.499268
1.5494981	1.5578169	1.5659487	1.5778373	1.5774384	-1.6140654	1.4395187	1.596349	-1.5581506	-1.5293124	1.4964151	-1.5055009	-1.5298743	-1.5682136	-1.5969005	1.5583736
1.556565	1.5780314	1.5669394	1.5703132	1.5859603	-1.5952812	1.465362	1.6038594	-1.5452311	-1.5648165	1.5559742	-1.5141944	-1.5156144	-1.5931894	-1.6648589	1.5249325
1.5138516	1.5976702	1.6481799	1.5888718	1.6083038	-1.5943513	1.4144092	1.5292078	-1.5461024	-1.5599539	1.4992151	-1.5209527	-1.5736009	-1.6319717	-1.5926293	1.5056635
1.4716647	1.6438168	1.6571537	1.617089	1.5761604	-1.6252537	1.4923936	1.5661769	-1.5209676	-1.5262188	1.5184834	-1.526715	-1.5225061	-1.6237285	-1.6325375	1.4939092
1.507991	1.6096705	1.6259739	1.5551317	1.6032193	-1.6551208	1.4623461	1.578886	-1.5540589	-1.5809896	1.5475738	-1.5245029	-1.4897584	-1.6341727	-1.6499393	1.5240587
1.480658	1.5935642	1.6275214	1.6031824	1.5712788	-1.6228822	1.4669659	1.5340135	-1.5942008	-1.534393	1.5326167	-1.4549191	-1.4951689	-1.592485	-1.6222665	1.5122265
1.5153747	1.5993795	1.6355246	1.5921181	1.6196686	-1.678997	1.4909685	1.5745577	-1.5477278	-1.5879886	1.5372424	-1.4469451	-1.5506206	-1.6128234	-1.5783135	1.535206
1.490467	1.5966073	1.6100872	1.548824	1.6098666	-1.6620154	1.4014788	1.5212569	-1.5295384	-1.6092228	1.5313648	-1.4724083	-1.5593626	-1.5557324	-1.6112355	1.4935594
1.492255	1.593982	1.5633978	1.6037011	1.6081218	-1.5997212	1.48531	1.6061345	-1.5079883	-1.5826484	1.5785767	-1.5022377	-1.575472	-1.5759988	-1.6283816	1.5020775
1.5051353	1.5916286	1.6130139	1.5775626	1.577669	-1.6715254	1.404876	1.5290748	-1.5251313	-1.5844752	1.5199969	-1.5361578	-1.5790006	-1.6208487	-1.6189189	1.5327864
1.5272825	1.6179786	1.617619	1.5411252	1.6227854	-1.6146216	1.4844768	1.5413139	-1.4976135	-1.6017973	1.4944617	-1.5347562	-1.5109383	-1.5989531	-1.5705281	1.5096885
1.484063	1.5849831	1.6123962	1.5647761	1.5574526	-1.6304098	1.4550741	1.6197913	-1.5460576	-1.533406	1.5465492	-1.4625461	-1.5039417	-1.6090283	-1.6650519	1.5485276
1.4939097	1.6503385	1.6087259	1.6193105	1.5687408	-1.6431271	1.4186735	1.5744262	-1.5681334	-1.5467147	1.5656326	-1.4726633	-1.542427	-1.6417173	-1.589695	1.4755405
1.482533	1.584156	1.5792768	1.5321718	1.5357559	-1.5930997	1.4734771	1.5489753	-1.5041581	-1.5520141	1.499643	-1.4941137	-1.5245599	-1.6130455	-1.5914958	1.4605844
1.4926947	1.6015415	1.5679513	1.6063663	1.5865419	-1.5789284	1.3996582	1.6043168	-1.592388	-1.5746483	1.5661458	-1.4830275	-1.5548873	-1.5771542	-1.5868957	1.5402551
1.5300529	1.6306878	1.635112	1.605938	1.5929415	-1.6606115	1.4152062	1.6075612	-1.5682642	-1.6097313	1.5055323	-1.4518276	-1.5208845	-1.5752963	-1.6545448	1.4748164
1.5056008	1.6307414	1.5974712	1.5333524	1.5847937	-1.6568893	1.4668169	1.5229702	-1.5484363	-1.5293615	1.4936715	-1.49864	-1.5798621	-1.6331798	-1.5734009	1.4581245
1.460225	1.5976989	1.553341	1.6029754	1.5477184	-1.639549	1.4815469	1.5870594	-1.5062081	-1.5521729	1.5287998	-1.4377687	-1.5327276	-1.6012301	-1.6578113	1.4826638
1.5009027	1.6231517	1.6097192	1.61121	1.5797435	-1.6024203	1.4849404	1.5230823	-1.5454553	-1.5644106	1.5131159	-1.5044466	-1.4973612	-1.6081795	-1.5723253	1.4795884
1.4983872	1.622244	1.5863057	1.5505655	1.6103444	-1.63225	1.4500073	1.6156831	-1.5749496	-1.557948	1.5593948	-1.4560181	-1.4890561	-1.5499601	-1.5819991	1.5123779
1.4672297	1.5919685	1.622081	1.5252141	1.5309038	-1.650535	1.4845095	1.5900675	-1.5257094	-1.5305285	1.5146924	-1.4465495	-1.5725253	-1.5418632	-1.5973275	1.5362602
1.5311251	1.5786129	1.5802197	1.5389851	1.559335	-1.6572216	1.4806408	1.5562602	-1.5348225	-1.6038493	1.5357394	-1.5179383	-1.4851552	-1.5816023	-1.6024323	1.4868908
1.5175798	1.5445123	1.5774612	1.5419536	1.6068635	-1.5741653	1.4369377	1.5444548	-1.5580368	-1.569911	1.5316268	-1.5216748	-1.49511	-1.6130979	-1.5613174	1.5290353
1.5056655	1.5485473	1.5978469	1.5655385	1.5929784	-1.5740106	1.4927955	1.5724242	-1.502144	-1.5482714	1.5389014	-1.5107965	-1.530926	-1.6264195	-1.5961597	1.4614459
1.5033679	1.5966618	1.620013	1.592569	1.5315324	-1.6330386	1.4925686	1.5799458	-1.588318	-1.5604986	1.5397762	-1.5090348	-1.4956124	-1.5662011	-1.5684413	1.4596074
1.5140623	1.6045384	1.6307629	1.5610373	1.5344986	-1.6207726	1.4317169	1.5936803	-1.5377197	-1.5893427	1.5773681	-1.5028837	-1.527223	-1.5551172	-1.5929184	1.532162
1.5536177	1.5943099	1.5940281	1.579457	1.5288512	-1.6428807	1.4704278	1.5958059	-1.52513	-1.5910792	1.586452	-1.4939604	-1.4961118	-1.5970118	-1.6020658	1.4773897
1.4963788	1.5563763	1.6105177	1.5617758	1.5729213	-1.6530669	1.462507	1.5937029	-1.5159146	-1.5514599	1.4890015	-1.4738852	-1.5118878	-1.6195387	-1.5792289	1.5167388
1.4567485	1.6453489	1.5884279	1.5287364	1.5924561	-1.6096027	1.4467802	1.5914298	-1.5149362	-1.5987566	1.5452654	-1.4527401	-1.5711948	-1.5606277	-1.5985687	1.4750026
1.4663378	1.6482306	1.6147497	1.5832908	1.5953798	-1.6277452	1.4197088	1.6089509	-1.5143499	-1.552213	1.5274221	-1.5151653	-1.5306716	-1.6014148	-1.579802	1.5357419
1.5529563	1.5543032	1.580162	1.5322464	1.54956	-1.5948081	1.3934398	1.6112527	-1.5071336	-1.55343	1.5269557	-1.5145249	-1.5510683	-1.5649033	-1.6185845	1.4826572
1.5070366	1.5619318	1.6261572	1.5876436	1.6191158	-1.6601774	1.4546008	1.5448922	-1.4936244	-1.5892421	1.5481294	-1.4935457	-1.4880782	-1.586359	-1.5992411	1.4655994
1.4717226	1.6439109	1.5687126	1.5695076	1.6108769	-1.5828304	1.4685874	1.577135	-1.5251697	-1.5128016	1.5536757	-1.4724057	-1.5413059	-1.5422089	-1.5830071	1.4860297
1.5069549	1.6195551	1.5560236	1.5759943	1.5317339	-1.6109967	1.4391079	1.5988811	-1.511625	-1.5629634	1.495953	-1.5141511	-1.5340791	-1.5691441	-1.6674323	1.5482308
1.5127652	1.6426324	1.5665376	1.5789932	1.6057947	-1.601891	1.469563	1.5417926	-1.5640982	-1.5687393	1.5409784	-1.4754809	-1.5710007	-1.5906987	-1.6099887	1.5188143
1.5012547	1.6013175	1.651323	1.5422689	1.6083357	-1.5838381	1.4814446	1.5285734	-1.5488483	-1.6066462	1.4936442	-1.5326203	-1.5567783	-1.5919853	-1.664362	1.5079781
1.4994552	1.5543787	1.6212136	1.5413148	1.6104519	-1.6001265	1.4813213	1.5617131	-1.5349375	-1.538565	1.4828461	-1.4347444	-1.4907197	-1.5833255	-1.6387534	1.4953886
1.5185604	1.5576481	1.5561577	1.5125277	1.6028346	-1.5620914	1.4596505	1.5855083	-1.5051669	-1.5221823	1.564861	-1.4735723	-1.4692059	-1.6113288	-1.5702056	1.4814931
1.5323582	1.5479728	1.62971	1.5543603	1.5455738	-1.6320857	1.4120193	1.5828763	-1.5760064	-1.54933	1.4744239	-1.4623293	-1.4705621	-1.5710024	-1.5920396	1.4791502
1.4452417	1.61079	1.5361515	1.5631512	1.5335685	-1.5570841	1.405947	1.5569327	-1.5540696	-1.5453846	1.5561254	-1.4473495	-1.5112729	-1.5808986	-1.6158304	1.4802026
1.528165	1.5501262	1.6042529	1.5441618	1.5881711	-1.580786	1.4751999	1.5518875	-1.5386993	-1.5654849	1.5079689	-1.4435797	-1.5612142	-1.6113288	-1.5616481	1.4746549
1.5008392	1.5805337	1.622862	1.5442445	1.5436748	-1.6048707	1.4937104	1.5652909	-1.5785624	-1.5545583	1.5486115	-1.4455649	-1.5765944	-1.5877672	-1.6535383	1.5500419
1.4550294	1.5812687	1.6359124	1.6201969	1.5405592	-1.5705281	1.3953584	1.5815432	-1.5062728	-1.551456	1.5763334	-1.496961	-1.5199215	-1.6317832	-1.6306429	1.4887848
1.4983763	1.5819563	1.6267152	1.5746177	1.5957319	-1.6410308	1.4205458	1.5557467	-1.5774829	-1.5782412	1.4895747	-1.4580268	-1.563797	-1.5333005	-1.6129274	1.5326551
1.5204148	1.6213771	1.552081	1.6071159	1.5265043	-1.6113088	1.4661577	1.5285349	-1.5033323	-1.5116687	1.5105608	-1.5008037	-1.4837359	-1.6029806	-1.5937884	1.4696355
1.538873	1.6317575	1.6265868	1.555451	1.531592	-1.5927728	1.4741415	1.578894	-1.5296493	-1.5261114	1.5079924	-1.5249029	-1.5478569	-1.6171433	-1.5971915	1.4599268
1.5335457	1.5543586	1.5897782	1.5487741	1.5864248	-1.58497	1.4279058	1.5734248	-1.5141554	-1.5106844	1.5012424	-1.5220374	-1.5034758	-1.5752581	-1.6067563	1.46568
1.5196781	1.6069416	1.5825663	1.6249768	1.5482162	-1.6714821	1.4354694	1.6042669	-1.596611	-1.5722718	1.5920432	-1.5161226	-1.5457387	-1.5874194	-1.6582644	1.4949613
1.4710809	1.5474215	1.6025273	1.6077788	1.5224977	-1.6158688	1.4766862	1.5170586	-1.4985001	-1.5191883	1.5415856	-1.4622798	-1.5002156	-1.6248164	-1.5711772	1.5301198
1.4919015	1.5844946	1.5842915	1.5157899	1.6103041	-1.6245476	1.4062685	1.5125961	-1.513623	-1.590874	1.5730889	-1.46375	-1.558469	-1.546566	-1.6292847	1.4656796
1.5243269	1.5987856	1.5880206	1.5618714	1.5893602	-1.6693013	1.3927667	1.6023916	-1.5737007	-1.5788563	1.4990462	-1.4389099	-1.5154495	-1.5680276	-1.5708852	1.5493503
1.4757032	1.5436393	1.5803056	1.549249	1.5785412	-1.6315197	1.4075456	1.5314907	-1.4974418	-1.5428134	1.4900204	-1.5025898	-1.5705768	-1.5535398	-1.6438842	1.495638
1.5525736	1.60052	1.6245716	1.6205999	1.6025308	-1.6430657	1.4399427	1.5534346	-1.5027747	-1.5685676	1.5782554	-1.497347	-1.5278268	-1.5697594	-1.5642087	1.5106926
1.5019052	1.629009	1.6375005	1.5712287	1.596206	-1.6463424	1.4269521	1.5934052	-1.5472276	-1.5794406	1.5621364	-1.4741112	-1.5299705	-1.5933359	-1.5752913	1.4983213
1.5449708	1.5914743	1.5691353	1.5338278	1.5359062	-1.6143587	1.3881197	1.5419232	-1.5072118	-1.5170001	1.5228195	-1.5152757	-1.5687044	-1.5710834	-1.6097033	1.5225567
1.5479119	1.581086	1.5731555	1.5352038	1.5342232	-1.5866693	1.4796892	1.5902637	-1.5556862	-1.5935637	1.5136772	-1.5353422	-1.4964443	-1.6204262	-1.5804067	1.5044647
1.5137299	1.560328	1.6057477	1.5445268	1.5508895	-1.5673285	1.4426118	1.5521597	-1.512208	-1.5124382	1.5089955	-1.4384588	-1.48491	-1.596914	-1.6166282	1.4511417
1.5156116	1.5637954	1.6151576	1.5457733	1.5791777	-1.6101649	1.4700984	1.5690049	-1.5164634	-1.527779	1.541721	-1.482975	-1.517654	-1.5211515	-1.6167794	1.5164157
1.4549271	1.6041341	1.6282899	1.5816188	1.5284157	-1.5905799	1.4788264	1.5092186	-1.4930992	-1.5228609	1.4994128	-1.4358486	-1.5471605	-1.6141423	-1.6107662	1.4484185
