iter	RMSE
841	3326.848945
842	3325.064824
843	3324.226688
844	3322.839378
845	3320.711846
846	3320.342151
847	3316.9021
848	3315.777488
849	3313.945209
850	3308.462866
851	3305.064111
852	3302.99764
853	3299.57631
854	3297.989946
855	3296.011095
856	3294.461593
857	3293.196977
858	3289.496353
859	3287.623952
860	3285.756671
861	3284.979856
862	3283.29342
863	3278.986997
864	3277.223092
865	3275.719042
866	3274.233361
867	3273.512916
868	3269.347831
869	3268.285261
870	3266.174728
871	3263.76011
872	3260.210034
873	3257.824019
874	3255.837072
875	3253.075208
876	3250.420091
877	3248.612098
878	3246.210813
879	3244.666591
880	3244.157003
881	3243.446517
882	3241.919365
883	3239.171137
884	3237.318896
885	3235.4342
886	3233.522744
887	3232.443013
888	3227.805365
889	3226.761864
890	3225.739001
891	3224.752756
892	3222.009879
893	3220.633836
894	3218.903317
895	3218.150152
896	3214.654197
897	3211.918859
898	3210.575403
899	3209.235484
900	3207.555187
901	3204.95006
902	3204.145374
903	3202.591607
904	3197.880797
905	3196.739134
906	3193.977576
907	3193.616526
908	3192.612645
909	3191.13047
910	3188.97387
911	3187.553588
912	3185.966162
913	3184.973698
914	3181.77247
915	3181.295115
916	3177.756385
917	3174.085578
918	3172.924738
919	3171.345638
920	3169.295866
921	3168.834926
922	3168.152301
923	3162.920449
924	3161.679733
925	3158.767716
926	3154.087874
927	3153.417689
928	3152.301161
929	3149.17279
930	3147.75333
931	3146.525876
932	3145.550482
933	3144.59976
934	3142.289457
935	3141.63172
936	3140.988694
937	3138.723864
938	3137.860262
939	3137.522778
940	3136.893281
941	3134.164823
942	3132.654004
943	3131.727212
944	3129.588412
945	3126.552878
946	3123.743803
947	3121.981171
948	3121.069915
949	3119.532686
950	3118.044921
951	3117.33095
952	3114.623682
953	3113.920698
954	3112.011696
955	3109.669
956	3108.351755
957	3107.669692
958	3107.075418
959	3105.747252
960	3103.977989
961	3101.622552
962	3100.939667
963	3098.933218
964	3098.424726
965	3095.748132
966	3094.367381
967	3093.132896
968	3091.826126
969	3091.398914
970	3090.920422
971	3089.536991
972	3087.777862
973	3086.898886
974	3085.877351
975	3083.711203
976	3081.490151
977	3078.294567
978	3076.859916
979	3073.843328
980	3072.182652
981	3070.134585
982	3068.513525
983	3066.878965
984	3066.252683
985	3064.223861
986	3062.510513
987	3059.99969
988	3057.403008
989	3056.799314
990	3054.428587
991	3053.837665
992	3052.1301
993	3050.559373
994	3047.602192
995	3044.577061
996	3042.80581
997	3042.229977
998	3040.713466
999	3039.08022
